

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = P or A
#DETECTION P-VALUE = 
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1415987_at	3338.53	P	0.000244141
1415988_at	770.479	P	0.000244141
1415989_at	177.47	P	0.0239258
1415990_at	20728.6	P	0.000244141
1415991_a_at	4481.74	P	0.000244141
1415992_at	811.78	P	0.000244141
1415993_at	4186.52	P	0.000244141
1415994_at	100.733	A	0.303711
1415995_at	4355.5	P	0.000244141
1415996_at	37591.9	P	0.000244141
1415997_at	25398.8	P	0.000244141
1415998_at	13241.8	P	0.000244141
1415999_at	61.4214	A	0.533936
1416000_a_at	21152.8	P	0.000244141
1416001_a_at	2976.66	P	0.00195313
1416002_x_at	3182.6	P	0.000244141
1416003_at	22.7177	A	0.432373
1416004_at	17567.4	P	0.000244141
1416005_at	5551.47	P	0.000244141
1416006_at	197.791	A	0.219482
1416007_at	35365.2	P	0.000244141
1416008_at	24924	P	0.000244141
1416009_at	10845	P	0.000244141
1416010_a_at	1665.94	P	0.000244141
1416011_x_at	1031	P	0.000732422
1416012_at	109.196	A	0.466064
1416013_at	3636.38	P	0.000732422
1416014_at	2624.28	P	0.000244141
1416015_s_at	4714.81	P	0.000244141
1416016_at	4799.51	P	0.000732422
1416017_at	1022.56	P	0.0461426
1416018_at	3535.64	P	0.000732422
1416019_at	2028.94	P	0.000244141
1416020_a_at	6243.07	P	0.000244141
1416021_a_at	16326.4	P	0.000244141
1416022_at	5466.28	P	0.000244141
1416023_at	103.935	A	0.129639
1416024_x_at	16852.2	P	0.000244141
1416025_at	6.09202	A	0.981445
1416026_a_at	66749.5	P	0.000244141
1416027_at	10711.1	P	0.000244141
1416028_a_at	11085.9	P	0.000244141
1416029_at	1521.47	P	0.000244141
1416030_a_at	6096.27	P	0.000244141
1416031_s_at	4245.88	P	0.000244141
1416032_at	1283.28	P	0.000732422
1416033_at	184.515	P	0.0107422
1416034_at	1442.66	P	0.000244141
1416035_at	9113.63	P	0.000244141
1416036_at	18192.3	P	0.000244141
1416037_a_at	26686.7	P	0.000244141
1416038_at	3002.75	P	0.000244141
1416039_x_at	144.783	A	0.129639
1416040_at	2.08274	A	0.962402
1416041_at	6926.41	P	0.000244141
1416042_s_at	3430.2	P	0.000244141
1416043_at	18.7994	A	0.72583
1416044_at	4207.57	P	0.000244141
1416045_a_at	2564.04	P	0.000244141
1416046_a_at	2178.96	P	0.000244141
1416047_at	100.376	A	0.246094
1416048_at	2972.82	P	0.000732422
1416049_at	12.3764	A	0.98584
1416050_a_at	982.4	P	0.000732422
1416051_at	15.2721	A	0.72583
1416052_at	6749.92	P	0.000244141
1416053_at	47.7328	A	0.665527
1416054_at	65442.7	P	0.000244141
1416055_at	73.2363	A	0.067627
1416056_a_at	21794.8	P	0.000244141
1416057_at	15717.9	P	0.000244141
1416058_s_at	27719.6	P	0.000244141
1416059_at	4382.3	P	0.000244141
1416060_at	7097.19	P	0.000244141
1416061_at	4779.1	P	0.000732422
1416062_at	1384.76	P	0.000244141
1416063_x_at	1.22328	A	0.995605
1416064_a_at	20532.8	P	0.000244141
1416065_a_at	8193.42	P	0.000244141
1416066_at	1299.13	P	0.000244141
1416067_at	3564.43	P	0.000244141
1416068_at	8038.55	P	0.000244141
1416069_at	16589.6	P	0.000244141
1416070_a_at	2617.12	P	0.000244141
1416071_at	3309.67	P	0.000244141
1416072_at	14.7991	A	0.696289
1416073_a_at	1820.41	P	0.000732422
1416074_a_at	76243.7	P	0.000244141
1416075_at	1687.38	P	0.000244141
1416076_at	2863.32	P	0.000244141
1416077_at	400.265	P	0.00585938
1416078_s_at	3761.69	P	0.0012207
1416079_a_at	2830.54	P	0.000244141
1416080_at	323.692	M	0.0561523
1416081_at	466.352	P	0.00195313
1416082_at	19111.8	P	0.000244141
1416083_at	3171.49	P	0.000244141
1416084_at	1603.12	P	0.000732422
1416085_s_at	7903.69	P	0.000244141
1416086_at	2207.85	P	0.000244141
1416087_at	2627.6	P	0.000244141
1416088_a_at	68063.6	P	0.000244141
1416089_at	51643.4	P	0.00195313
1416090_at	9309.99	P	0.000244141
1416091_at	1121.98	P	0.000244141
1416092_a_at	2202.21	P	0.0012207
1416093_a_at	5071.92	P	0.000244141
1416094_at	2200.14	P	0.000244141
1416095_x_at	10749.6	P	0.000244141
1416096_at	2839.74	P	0.000244141
1416097_at	5.31663	A	0.696289
1416098_at	437.726	P	0.0141602
1416099_at	71598.1	P	0.000244141
1416100_at	10383.6	P	0.000244141
1416101_a_at	1904.25	P	0.000732422
1416102_at	15736	P	0.000244141
1416103_at	2062.89	P	0.000244141
1416104_at	2141.85	P	0.0012207
1416105_at	2560.29	P	0.000244141
1416106_at	2909.45	P	0.000244141
1416107_at	3496.77	P	0.000244141
1416108_a_at	3679.33	P	0.000244141
1416109_at	6294.37	P	0.000732422
1416110_at	1962.1	P	0.000244141
1416111_at	190.743	A	0.0805664
1416112_at	16569	P	0.000244141
1416113_at	4684.34	P	0.00195313
1416114_at	20.9622	A	0.665527
1416115_at	3146.62	P	0.000244141
1416116_at	523.033	P	0.000244141
1416117_at	211.249	A	0.19458
1416118_at	3859.17	P	0.000244141
1416119_at	28836.2	P	0.000244141
1416120_at	5067.11	P	0.0239258
1416121_at	84.3602	A	0.246094
1416122_at	23458.5	P	0.00292969
1416123_at	1653.81	P	0.000244141
1416124_at	2086.83	P	0.00292969
1416125_at	2814.16	P	0.000244141
1416126_at	894.34	P	0.000244141
1416127_a_at	3325.24	P	0.000244141
1416128_at	1121.58	P	0.0012207
1416129_at	376.436	P	0.000244141
1416130_at	2615.19	P	0.000244141
1416131_s_at	5960.43	P	0.000244141
1416132_at	2801.37	P	0.000244141
1416133_at	3948.35	P	0.000244141
1416134_at	229.959	A	0.149658
1416135_at	4567.03	P	0.000244141
1416136_at	85.095	A	0.466064
1416137_at	879.949	P	0.00805664
1416138_at	8579.21	P	0.000244141
1416139_at	159.6	A	0.0805664
1416140_a_at	3235.84	P	0.000244141
1416141_a_at	78423.1	P	0.000244141
1416142_at	7670.34	P	0.000244141
1416143_at	16134.7	P	0.000244141
1416144_a_at	23060.9	P	0.000244141
1416145_at	18528.7	P	0.000244141
1416146_at	8689.99	P	0.000244141
1416147_at	256.602	A	0.432373
1416148_at	238.492	A	0.149658
1416149_at	9.69244	A	0.80542
1416150_a_at	18854.7	P	0.000244141
1416151_at	848.849	P	0.000244141
1416152_a_at	2592.86	P	0.000244141
1416153_at	9679.99	P	0.000244141
1416154_at	189.753	P	0.00805664
1416155_at	2938.15	P	0.000244141
1416156_at	647.338	P	0.000244141
1416157_at	151.129	A	0.067627
1416158_at	2.39373	A	0.533936
1416159_at	23.5675	A	0.753906
1416160_at	64.8927	A	0.334473
1416161_at	14153.2	P	0.000244141
1416162_at	3523.09	P	0.000244141
1416163_at	4389.9	P	0.0012207
1416164_at	79.3425	A	0.533936
1416165_at	203.656	P	0.000244141
1416166_a_at	2076.39	P	0.000244141
1416167_at	8129.57	P	0.000244141
1416168_at	4563.29	P	0.000244141
1416169_at	8.23027	A	0.72583
1416170_at	3595.02	P	0.00292969
1416171_at	3134.45	P	0.0012207
1416172_at	4236.85	P	0.000244141
1416173_at	264.754	P	0.0302734
1416174_at	493.945	P	0.0012207
1416175_a_at	12169.9	P	0.000244141
1416176_at	9797.99	P	0.000244141
1416177_at	8698.38	P	0.000244141
1416178_a_at	9.56798	A	0.633789
1416179_a_at	9267.03	P	0.000244141
1416180_a_at	2769.63	P	0.000244141
1416181_at	4199.25	P	0.000244141
1416182_at	1285.38	P	0.00805664
1416183_a_at	2616.51	P	0.000732422
1416184_s_at	1673.48	P	0.0012207
1416185_a_at	12809.2	P	0.000244141
1416186_at	7127.74	P	0.000732422
1416187_s_at	8321.81	P	0.000244141
1416188_at	8166.95	P	0.000244141
1416189_a_at	10141.3	P	0.000244141
1416190_a_at	1811.4	P	0.000244141
1416191_at	3164.8	P	0.0012207
1416192_at	629.442	P	0.000244141
1416193_at	46.6433	A	0.366211
1416194_at	137.268	A	0.129639
1416195_at	4527.93	P	0.000732422
1416196_at	14.5758	A	0.432373
1416197_at	7058.42	P	0.000244141
1416198_at	1774.04	P	0.000732422
1416199_at	146.187	P	0.00585938
1416200_at	47.7987	A	0.334473
1416201_at	1396.52	P	0.0141602
1416202_at	8284.12	P	0.000244141
1416203_at	81.0114	A	0.171387
1416204_at	80.3718	A	0.111572
1416205_at	2391.96	P	0.000244141
1416206_at	2043.34	P	0.000244141
1416207_at	3175.64	P	0.000244141
1416208_at	3757.7	P	0.000244141
1416209_at	9717.9	P	0.000244141
1416210_at	6829.81	P	0.000244141
1416211_a_at	10.4862	A	0.943848
1416212_at	13778.7	P	0.000244141
1416213_x_at	3791.24	P	0.000244141
1416214_at	7328.64	P	0.000244141
1416215_at	1905.87	P	0.000244141
