

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = A or P
#DETECTION P-VALUE = NA
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1416197_at	8785.21	P	0.000244141
1416198_at	1733.86	P	0.000244141
1416199_at	66.3359	P	0.0239258
1416200_at	40.9688	A	0.334473
1416201_at	1216.49	P	0.00805664
1416202_at	9230.16	P	0.000244141
1416203_at	40.1371	A	0.129639
1416204_at	27.73	A	0.5
1416205_at	4819.61	P	0.000244141
1416206_at	1786.31	P	0.000244141
1416207_at	2467.11	P	0.000244141
1416208_at	4984.56	P	0.000244141
1416209_at	9702.05	P	0.000244141
1416210_at	7506.57	P	0.000244141
1416211_a_at	18.914	A	0.850342
1416212_at	14262.4	P	0.000244141
1416213_x_at	5914.56	P	0.000244141
1416214_at	9644.32	P	0.000244141
1416215_at	2289.01	P	0.000244141
1416216_at	1844.34	P	0.000244141
1416217_a_at	64793.7	P	0.000244141
1416218_x_at	3568.05	P	0.0012207
1416219_at	72199.6	P	0.000244141
1416220_at	15938.3	P	0.000244141
1416221_at	34.4412	A	0.592041
1416222_at	4114.22	P	0.000244141
1416223_at	824.986	P	0.00292969
1416224_at	821.403	P	0.000244141
1416225_at	102.387	A	0.149658
1416226_at	24896.2	P	0.000244141
1416227_at	563.434	M	0.0561523
1416228_at	4437.07	P	0.000244141
1416229_at	2900.36	P	0.000244141
1416230_at	1882.52	P	0.000244141
1416231_at	429.811	A	0.0805664
1416232_at	45.6146	P	0.0239258
1416233_at	29096.5	P	0.000244141
1416234_at	5488.07	P	0.000244141
1416235_at	2967.61	P	0.000244141
1416236_a_at	1.14047	A	0.780518
1416237_at	55.3736	A	0.466064
1416238_at	47.6295	A	0.246094
1416239_at	9074.78	P	0.000244141
1416240_at	23632.3	P	0.000244141
1416241_at	5395.91	P	0.000244141
1416242_at	18.1429	A	0.567627
1416243_a_at	66386.9	P	0.000244141
1416244_a_at	34375.9	P	0.000244141
1416245_at	9757.37	P	0.000244141
1416246_a_at	60985	P	0.000244141
1416247_at	8130.42	P	0.000244141
1416248_at	3898.21	P	0.000244141
1416249_at	2881.36	P	0.00195313
1416250_at	6473.02	P	0.000244141
1416251_at	14102.9	P	0.000244141
1416252_at	4688.44	P	0.000244141
1416253_at	10057.6	P	0.000244141
1416254_a_at	2673.34	P	0.000244141
1416255_at	103.846	A	0.432373
1416256_a_at	34229.9	P	0.000244141
1416257_at	10311.9	P	0.000244141
1416258_at	4337.56	P	0.000244141
1416259_at	705.049	P	0.0012207
1416260_a_at	3381.78	P	0.000244141
1416261_at	862.792	P	0.0012207
1416262_at	918.371	P	0.0012207
1416263_at	2501.29	P	0.000244141
1416264_at	1317.15	P	0.0012207
1416265_at	213.38	P	0.0141602
1416266_at	16.3642	A	0.696289
1416267_at	1053.66	P	0.000244141
1416268_at	836.595	P	0.000244141
1416269_at	25141.7	P	0.000244141
1416270_at	10915	P	0.000244141
