

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = A or P
#DETECTION P-VALUE = 
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1415680_at	1702.4	P	0.000244
1415681_at	2639.9	P	0.000244
1415682_at	849.8	P	0.000244
1415683_at	4905.9	P	0.000244
1415684_at	837.9	P	0.000244
1415685_at	1325.2	P	0.000244
1415686_at	1593	P	0.000244
1415687_a_at	6422.8	P	0.000244
1415688_at	3802.2	P	0.000244
1415689_s_at	1414.6	P	0.000244
1415690_at	2097.4	P	0.000244
1415691_at	2647.4	P	0.000244
1415692_s_at	7333.5	P	0.000244
1415693_at	1387.6	P	0.000732
1415694_at	611.5	P	0.000244
1415695_at	5058.2	P	0.000244
1415696_at	2320.1	P	0.000244
1415697_at	2999.9	P	0.000244
1415698_at	1850.2	P	0.000244
1415699_a_at	3759.7	P	0.000244
1415700_a_at	3324.8	P	0.000244
1415701_x_at	83464	P	0.000244
1415702_a_at	4765.4	P	0.000732
1415703_at	3308.5	P	0.000244
1415704_a_at	4436.2	P	0.000244
1415705_at	835.3	P	0.000244
1415706_at	5788	P	0.000244
1415707_at	1265.7	P	0.000244
1415708_at	4192.9	P	0.000244
1415709_s_at	628.1	P	0.000732
1415710_at	1182.4	P	0.000732
1415711_at	2792.6	P	0.000244
1415712_at	1086.2	P	0.000244
1415713_a_at	1458.5	P	0.000244
1415714_a_at	4804.1	P	0.000732
1415715_at	499.1	P	0.000244
1415716_a_at	86336	P	0.000244
1415717_at	1432.6	P	0.00415
1415718_at	2034.2	P	0.000244
1415719_s_at	1411.2	P	0.000244
1415720_s_at	1385.5	P	0.001221
1415721_a_at	1604.5	P	0.000732
1415722_a_at	2590.3	P	0.000244
1415723_at	10139.6	P	0.000244
1415724_a_at	5110.8	P	0.000244
1415725_at	978.2	P	0.000244
1415726_at	2970.6	P	0.000244
1415727_at	1500.2	P	0.000244
1415728_at	2146.4	P	0.000244
1415729_at	3347.2	P	0.000244
1415730_at	2755.9	P	0.000244
1415731_at	1275.8	P	0.000244
1415732_at	836.4	P	0.001953
1415733_a_at	3148.5	P	0.000244
1415734_at	4706.1	P	0.000244
1415735_at	1091.3	P	0.000244
1415736_at	15558.5	P	0.000244
1415737_at	1275.9	P	0.000244
1415738_at	1145.6	P	0.000244
1415739_at	2291.1	P	0.000244
1415740_at	4655.1	P	0.000244
1415741_at	2710.2	P	0.000244
1415742_at	2478.5	P	0.000244
1415743_at	877.8	P	0.008057
1415744_at	3847.6	P	0.000732
1415745_a_at	1630.8	P	0.001953
1415746_at	1060.2	P	0.000244
1415747_s_at	4081.6	P	0.000244
1415748_a_at	2691.8	P	0.000244
1415749_a_at	1760.7	P	0.000244
1415750_at	440.7	P	0.000244
1415751_at	7723.6	P	0.000244
1415752_at	4470	P	0.000244
1415753_at	1529.8	P	0.000244
1415754_at	2564.3	P	0.000244
1415755_a_at	1783.2	P	0.01416
1415756_a_at	1023.8	P	0.000244
1415757_at	368.2	P	0.000732
1415758_at	3707	P	0.000244
1415759_a_at	3884.9	P	0.000244
1415760_s_at	2306.1	P	0.001953
1415761_at	1702.1	P	0.000244
1415762_x_at	2044.9	P	0.000244
1415763_a_at	4072.7	P	0.000244
1415764_at	12339.2	P	0.000244
1415765_at	1616.7	P	0.000244
1415766_at	685.6	P	0.000244
1415767_at	1696.9	P	0.000244
1415768_a_at	2334.2	P	0.000244
1415769_at	1618.2	P	0.000244
1415770_at	1188.3	P	0.000244
1415771_at	17061.1	P	0.000244
1415772_at	968.9	P	0.000244
1415773_at	3936.8	P	0.000244
1415774_at	618.6	P	0.037598
1415775_at	8122.2	P	0.000244
1415776_at	874.9	P	0.000732
1415777_at	39.6	A	0.466064
1415778_at	4655.5	P	0.000244
1415779_s_at	50152	P	0.000244
1415780_a_at	607	P	0.000732
1415781_a_at	40682.7	P	0.000244
1415782_at	17789.2	P	0.000244
1415783_at	3644.2	P	0.000244
1415784_at	351.4	P	0.000732
1415785_a_at	6254.3	P	0.000244
1415786_at	5.6	A	0.665527
1415787_at	1377.2	P	0.000244
1415788_at	1077.1	P	0.000244
1415789_a_at	165	P	0.000732
1415790_at	427.9	P	0.000244
1415791_at	856.1	P	0.005859
1415792_at	2212.7	P	0.000244
1415793_at	779.8	P	0.000732
1415794_a_at	1918.3	P	0.000244
1415795_at	780.5	P	0.000244
1415796_at	11474.4	P	0.000244
1415797_at	114.6	A	0.27417
1415798_at	142.4	A	0.246094
1415799_at	2005.2	P	0.000244
1415800_at	24	A	0.19458
1415801_at	56.1	A	0.171387
1415802_at	1318.6	P	0.000244
1415803_at	25	A	0.219482
1415804_at	86.3	A	0.149658
1415805_at	20.5	A	0.303711
1415806_at	43.1	A	0.303711
1415807_s_at	5671.2	P	0.000244
1415808_at	7.1	A	0.850342
1415809_at	32.6	A	0.067627
1415810_at	372.1	P	0.000732
1415811_at	158.9	P	0.010742
1415812_at	1081.1	P	0.000244
1415813_at	3001.3	P	0.000244
1415814_at	1765.2	P	0.001221
1415815_at	22.2	A	0.219482
1415816_at	9308.8	P	0.000244
1415817_s_at	2767.5	P	0.000244
1415818_at	2693.6	P	0.000244
1415819_a_at	2905.4	P	0.000244
1415820_x_at	5564.3	P	0.000732
1415821_at	2761.3	P	0.000244
1415822_at	1705.7	P	0.000244
1415823_at	280.5	P	0.001221
1415824_at	38.7	A	0.246094
1415825_s_at	1160.1	P	0.000244
1415826_at	2201.8	P	0.000732
1415827_a_at	2942.8	P	0.000244
1415828_a_at	2640.5	P	0.000244
1415829_at	12625.5	P	0.000244
1415830_at	1507.4	P	0.000244
1415831_at	3828	P	0.000244
1415832_at	8	A	0.665527
1415833_x_at	92399.8	P	0.000244
1415834_at	1236.1	P	0.000244
1415835_at	44.6	M	0.056152
1415836_at	227.9	P	0.010742
1415837_at	40.8	A	0.665527
1415838_at	3813.9	P	0.000244
1415839_a_at	31706.3	P	0.000244
1415840_at	9233.3	P	0.000244
1415841_at	2112.3	P	0.000244
1415842_at	435.7	P	0.000732
1415843_at	159.7	P	0.00415
1415844_at	20.2	A	0.533936
1415845_at	3.8	A	0.850342
1415846_a_at	2.7	A	0.99585
1415847_at	15.2	A	0.432373
1415848_at	47.8	A	0.366211
1415849_s_at	3503.3	P	0.000244
1415850_at	5879.9	P	0.000244
1415851_a_at	6102.5	P	0.000244
1415852_at	7765.6	P	0.000732
1415853_at	212.4	A	0.149658
1415854_at	1.5	A	0.870361
1415855_at	25.3	A	0.665527
1415856_at	4244.9	P	0.000244
1415857_at	11742.8	P	0.000244
1415858_at	5413.5	P	0.000244
1415859_at	1513.8	P	0.000244
1415860_at	2203.3	P	0.000244
1415861_at	28.3	A	0.246094
1415862_at	42.9	A	0.366211
1415863_at	8564.8	P	0.000244
1415864_at	614.1	P	0.000732
1415865_s_at	808.6	P	0.000732
1415866_at	715.5	P	0.000244
1415867_at	11723.2	P	0.000244
1415868_at	60.1	A	0.303711
1415869_a_at	3727.1	P	0.000244
1415870_at	1500.3	P	0.000244
1415871_at	31.6	A	0.27417
1415872_at	12998.4	P	0.000244
1415873_a_at	1904.8	P	0.000244
1415874_at	191.7	A	0.067627
1415875_at	100.9	P	0.018555
1415876_a_at	54553.2	P	0.000244
1415877_at	31.3	A	0.27417
1415878_at	576.2	P	0.000244
1415879_a_at	98235.1	P	0.000244
1415880_a_at	5621	P	0.000244
1415881_at	1866.1	P	0.000244
1415882_at	6714.2	P	0.000244
1415883_a_at	7.6	A	0.850342
1415884_at	148.3	A	0.129639
1415885_at	5.4	A	0.870361
1415886_at	705.7	P	0.000732
1415887_at	1645.6	P	0.000244
1415888_at	2913.2	P	0.000244
1415889_a_at	5305.7	P	0.000244
1415890_at	1009.4	P	0.005859
1415891_at	5276.8	P	0.000244
1415892_at	504.3	P	0.000244
1415893_at	111.5	P	0.00415
1415894_at	90.6	A	0.067627
1415895_at	842.9	A	0.303711
1415896_x_at	120.7	A	0.633789
1415897_a_at	15.9	A	0.633789
1415898_at	61.9	A	0.171387
1415899_at	3196	P	0.000244
1415900_a_at	47.6	A	0.303711
1415901_at	358.6	A	0.080566
1415902_at	4.6	A	0.994141
1415903_at	649.1	P	0.000244
1415904_at	21.1	A	0.366211
1415905_at	8.6	A	0.466064
1415906_at	102439.9	P	0.000244
1415907_at	2879.2	P	0.000244
1415908_at	1073.4	P	0.000244
1415909_at	2779.5	P	0.000244
1415910_s_at	500	P	0.01416
1415911_at	754	P	0.001953
1415912_a_at	46182.4	P	0.000244
1415913_at	1274.2	P	0.000244
1415914_at	11856.4	P	0.000244
1415915_at	2028	P	0.000244
1415916_a_at	1385.7	P	0.000732
1415917_at	585.3	P	0.001953
1415918_a_at	2360.7	P	0.000732
1415919_at	72.1	M	0.052979
1415920_at	3205.3	P	0.000732
1415921_a_at	53.8	M	0.056152
1415922_s_at	190	P	0.000732
1415923_at	0.9	A	0.976074
1415924_at	1.6	A	0.780518
1415925_a_at	735.9	P	0.000244
1415926_at	1296.3	P	0.000244
1415927_at	6.1	A	0.559326
1415928_a_at	2362	P	0.000244
1415929_at	2200.2	P	0.000244
1415930_a_at	6504.5	P	0.000244
1415931_at	38.1	A	0.466064
1415932_x_at	107.1	P	0.023926
1415933_a_at	11599.7	P	0.000244
1415934_at	1557	P	0.000244
1415935_at	36.3	A	0.390625
1415936_at	24.6	M	0.056152
1415937_s_at	427.6	P	0.000244
1415938_at	28.1	A	0.456299
1415939_at	10.2	A	0.870361
1415940_at	471.5	P	0.000244
1415941_s_at	396.4	P	0.001221
1415942_at	61657.7	P	0.000244
1415943_at	80.3	A	0.067627
1415944_at	15.8	A	0.432373
1415945_at	1049.5	P	0.000244
1415946_at	1045.4	P	0.001953
1415947_at	1035.9	P	0.000244
1415948_at	430.1	P	0.00415
1415949_at	3.7	A	0.696289
1415950_a_at	5587.1	P	0.010742
1415951_at	8	A	0.753906
1415952_at	2335.1	P	0.000244
1415953_s_at	302.6	P	0.005859
1415954_at	1	A	0.969727
1415955_x_at	197.2	A	0.095215
1415956_a_at	172.1	A	0.171387
1415957_a_at	1826.8	P	0.000244
1415958_at	97	A	0.398926
1415959_at	7.6	A	0.932373
1415960_at	76.5	M	0.056152
1415961_at	5965.2	P	0.000244
1415962_at	18980.1	P	0.000244
1415963_at	3079.7	P	0.000244
1415964_at	122.7	A	0.067627
1415965_at	94	P	0.01416
1415966_a_at	2238.3	P	0.000488
1415967_at	2897.5	P	0.001953
1415968_a_at	279.9	P	0.018555
1415969_s_at	20.5	A	0.19458
1415970_at	11237.5	P	0.000244
1415971_at	124	P	0.000244
1415972_at	56.3	P	0.030273
1415973_at	71.2	A	0.27417
1415974_at	1389.2	P	0.000244
1415975_at	130.3	P	0.030273
1415976_a_at	154.6	A	0.27417
1415977_at	1240.9	P	0.000244
1415978_at	40.1	A	0.144531
1415979_x_at	58946.5	P	0.000244
1415980_at	7781.9	P	0.000244
1415981_at	1507.3	P	0.000732
1415982_at	1152.2	P	0.000244
1415983_at	19001.3	P	0.000244
1415984_at	2895.8	P	0.000244
1415985_at	2479.6	P	0.000244
1415986_at	2975.4	P	0.000244
1415987_at	1573.1	P	0.000244
1415988_at	8.2	A	0.753906
1415989_at	72.2	M	0.056152
1415990_at	8229.9	P	0.000244
1415991_a_at	2932.5	P	0.000732
1415992_at	541.8	P	0.001221
1415993_at	600.6	P	0.000244
1415994_at	63.4	A	0.077881
1415995_at	1286.9	P	0.000244
1415996_at	13273.9	P	0.000244
1415997_at	4957.1	P	0.000244
1415998_at	2108.5	P	0.000244
1415999_at	25.6	A	0.5
1416000_a_at	5896.2	P	0.000244
1416001_a_at	4298.5	P	0.001221
1416002_x_at	4503.9	P	0.000244
1416003_at	0.8	A	0.850342
1416004_at	7398.2	P	0.000244
1416005_at	1869	P	0.000244
1416006_at	261.2	P	0.030273
1416007_at	17200.1	P	0.000244
1416008_at	12044.3	P	0.000244
1416009_at	607.9	P	0.000244
1416010_a_at	331.3	P	0.000244
1416011_x_at	216.9	P	0.046143
1416012_at	9.5	A	0.870361
1416013_at	2043.2	P	0.000732
1416014_at	2513.5	P	0.000732
1416015_s_at	3141.8	P	0.000244
1416016_at	3779.6	P	0.000732
1416017_at	773.6	M	0.056152
1416018_at	1925.7	P	0.000732
1416019_at	973.6	P	0.000244
1416020_a_at	3202.2	P	0.000244
1416021_a_at	1057	P	0.000244
1416022_at	389.8	P	0.000244
1416023_at	61.7	A	0.129639
1416024_x_at	8578.1	P	0.000244
1416025_at	6	A	0.932373
1416026_a_at	80360.3	P	0.000244
1416027_at	4559.8	P	0.000244
1416028_a_at	5494	P	0.000244
1416029_at	245	P	0.000244
1416030_a_at	1247.9	P	0.000244
1416031_s_at	1878.4	P	0.000244
1416032_at	411.4	P	0.010742
1416033_at	29.8	A	0.466064
1416034_at	122.5	P	0.030273
1416035_at	741.7	P	0.008057
1416036_at	6646.2	P	0.000244
1416037_a_at	13572	P	0.000244
1416038_at	1277	P	0.000244
1416039_x_at	40.2	A	0.246094
1416040_at	6.3	A	0.665527
1416041_at	3329.9	P	0.000244
1416042_s_at	2202.6	P	0.000244
1416043_at	4.2	A	0.953857
1416044_at	2976.9	P	0.000244
1416045_a_at	1459.6	P	0.000244
1416046_a_at	303.2	P	0.00293
1416047_at	23.6	A	0.696289
1416048_at	1584.9	P	0.000732
1416049_at	16.6	A	0.633789
1416050_a_at	338	P	0.018555
1416051_at	97.6	A	0.19458
1416052_at	2794	P	0.000244
1416053_at	18.7	A	0.625732
1416054_at	58379.9	P	0.000244
1416055_at	3.1	A	0.696289
1416056_a_at	11613.2	P	0.000244
1416057_at	11225.5	P	0.000244
1416058_s_at	13243.4	P	0.000244
1416059_at	2291.9	P	0.000244
1416060_at	2878.6	P	0.000244
1416061_at	2807.8	P	0.001221
1416062_at	385	P	0.00415
1416063_x_at	2.9	A	0.633789
1416064_a_at	13981.1	P	0.000244
1416065_a_at	5735.8	P	0.000732
1416066_at	1917	P	0.000244
1416067_at	2163.4	P	0.000244
1416068_at	2999.5	P	0.000244
1416069_at	3042.6	P	0.000244
1416070_a_at	2563	P	0.000244
1416071_at	2417.8	P	0.000244
1416072_at	38.5	A	0.466064
1416073_a_at	1524.5	P	0.000244
1416074_a_at	74569	P	0.000244
1416075_at	445.3	P	0.00415
1416076_at	274.2	P	0.001221
1416077_at	24.6	A	0.466064
1416078_s_at	2361.4	P	0.001953
1416079_a_at	1146.7	P	0.000244
1416080_at	3.9	A	0.665527
1416081_at	248.9	P	0.00293
1416082_at	6453.6	P	0.000244
1416083_at	2856.2	P	0.000244
1416084_at	355.4	P	0.010742
1416085_s_at	2436.3	P	0.000732
1416086_at	1967.1	P	0.000244
1416087_at	630.7	P	0.000732
1416088_a_at	77974.8	P	0.000244
1416089_at	57456.2	P	0.000732
1416090_at	6409.8	P	0.000244
1416091_at	682.1	P	0.000244
1416092_a_at	786.4	P	0.00293
1416093_a_at	1671.3	P	0.000244
1416094_at	152.1	P	0.000244
1416095_x_at	5982.5	P	0.000732
1416096_at	772.9	P	0.000732
1416097_at	5.6	A	0.888428
1416098_at	58.6	A	0.366211
1416099_at	49883.8	P	0.000244
1416100_at	4398.5	P	0.000244
1416101_a_at	1353.4	P	0.000244
1416102_at	4105	P	0.000244
1416103_at	1876.1	P	0.000244
1416104_at	1155.8	P	0.000732
1416105_at	900.4	P	0.000732
1416106_at	1465.1	P	0.000244
1416107_at	6767.3	P	0.000244
1416108_a_at	842.8	P	0.001221
1416109_at	1395.8	P	0.000732
1416110_at	1042.5	P	0.000244
1416111_at	306.6	P	0.001221
1416112_at	6290.3	P	0.000244
1416113_at	1048.8	P	0.008057
1416114_at	3.4	A	0.953857
1416115_at	939.9	P	0.000244
1416116_at	259.6	P	0.001953
1416117_at	213.6	P	0.018555
1416118_at	1469.2	P	0.000244
1416119_at	6443.4	P	0.000244
1416120_at	496.1	P	0.023926
1416121_at	38.1	A	0.366211
1416122_at	14533.7	P	0.001221
1416123_at	1349.2	P	0.000732
1416124_at	384.1	P	0.001221
1416125_at	1108.3	P	0.000732
1416126_at	445.6	P	0.000732
1416127_a_at	1126.4	P	0.000244
1416128_at	295.4	P	0.000244
1416129_at	226.1	P	0.000244
1416130_at	141.6	A	0.095215
1416131_s_at	2784	P	0.000244
1416132_at	1523.8	P	0.000244
1416133_at	3645.5	P	0.000244
1416134_at	12	A	0.753906
1416135_at	2018.5	P	0.000244
1416136_at	52.6	A	0.491211
1416137_at	313.1	P	0.008057
1416138_at	1833.7	P	0.000244
1416139_at	145.8	P	0.018555
1416140_a_at	2275.5	P	0.000244
1416141_a_at	94812	P	0.000244
1416142_at	3554.2	P	0.000244
1416143_at	6543.1	P	0.000244
1416144_a_at	9772.4	P	0.000244
1416145_at	14849.8	P	0.000244
1416146_at	5142.5	P	0.000244
1416147_at	275.4	A	0.219482
1416148_at	141.1	A	0.303711
1416149_at	14.3	A	0.696289
1416150_a_at	8638.5	P	0.000244
1416151_at	374.8	P	0.000732
1416152_a_at	796.6	P	0.000244
1416153_at	5023.7	P	0.000244
1416154_at	149.5	P	0.005859
1416155_at	717.4	P	0.000244
1416156_at	93.5	M	0.056152
1416157_at	9.6	A	0.665527
1416158_at	29.5	A	0.246094
1416159_at	10.9	A	0.80542
1416160_at	72.1	A	0.095215
1416161_at	2790.4	P	0.000244
1416162_at	805.4	P	0.000244
1416163_at	1709.7	P	0.005859
1416164_at	77.3	A	0.303711
1416165_at	196.1	P	0.00293
1416166_a_at	92.7	P	0.001953
1416167_at	514.4	P	0.000244
1416168_at	44.3	A	0.149658
1416169_at	20.5	A	0.567627
1416170_at	2289.7	P	0.000244
1416171_at	2516.7	P	0.000732
1416172_at	1886.4	P	0.000244
1416173_at	65.4	M	0.056152
1416174_at	197.4	P	0.005859
1416175_a_at	3994.6	P	0.000244
1416176_at	4531	P	0.000244
1416177_at	4154.6	P	0.000244
1416178_a_at	51.7	P	0.018555
1416179_a_at	1265.5	P	0.000732
1416180_a_at	823.7	P	0.000244
1416181_at	3610.5	P	0.000244
1416182_at	738	P	0.000244
1416183_a_at	1088.6	P	0.000732
1416184_s_at	683.7	P	0.000732
1416185_a_at	8044.5	P	0.000244
1416186_at	1813.1	P	0.001221
1416187_s_at	2384.8	P	0.000244
1416188_at	722.3	P	0.000244
1416189_a_at	3724.6	P	0.000244
1416190_a_at	500.6	P	0.000732
1416191_at	860	P	0.005859
1416192_at	278.4	P	0.000732
1416193_at	34.5	A	0.398926
1416194_at	67	A	0.067627
1416195_at	2434.9	P	0.000732
1416196_at	57.1	A	0.067627
1416197_at	2794.4	P	0.000244
1416198_at	913.8	P	0.00293
1416199_at	128.2	P	0.037598
1416200_at	26	A	0.398926
1416201_at	1010.4	P	0.00293
1416202_at	4532.5	P	0.000244
1416203_at	9.2	A	0.366211
1416204_at	78.5	A	0.334473
1416205_at	707.8	P	0.000732
1416206_at	2191.9	P	0.000244
1416207_at	2251.9	P	0.000244
1416208_at	1560.1	P	0.001221
1416209_at	4239.4	P	0.000244
1416210_at	5450.3	P	0.000244
1416211_a_at	8.7	A	0.80542
1416212_at	6730.4	P	0.000244
1416213_x_at	903.8	P	0.000244
1416214_at	3689.2	P	0.000244
1416215_at	1470.2	P	0.000244
1416216_at	1350.6	P	0.000244
1416217_a_at	68258.4	P	0.000244
1416218_x_at	3510.8	P	0.000732
1416219_at	75691.4	P	0.000244
1416220_at	6277.3	P	0.000732
1416221_at	3	A	0.870361
1416222_at	1127.9	P	0.000732
1416223_at	453.4	P	0.018555
1416224_at	483.8	P	0.001221
1416225_at	1065.4	P	0.000244
1416226_at	12492.8	P	0.000244
1416227_at	75.1	A	0.219482
1416228_at	1372.9	P	0.000244
1416229_at	799.8	P	0.000244
1416230_at	1178.8	P	0.000244
1416231_at	170.7	A	0.129639
1416232_at	20.5	A	0.601074
1416233_at	13715.8	P	0.000244
1416234_at	1517.2	P	0.000244
1416235_at	633.1	P	0.00293
1416236_a_at	1.1	A	0.799561
1416237_at	12.4	A	0.466064
1416238_at	1.5	A	0.98584
1416239_at	3226.7	P	0.000244
1416240_at	6492.9	P	0.000244
1416241_at	2578.2	P	0.001953
1416242_at	44.4	A	0.366211
1416243_a_at	58647.3	P	0.000244
1416244_a_at	22968.6	P	0.000244
1416245_at	4780	P	0.000244
1416246_a_at	48746.3	P	0.000244
1416247_at	3213.7	P	0.000244
1416248_at	1452.7	P	0.000732
1416249_at	747.4	P	0.023926
1416250_at	10721.3	P	0.000244
1416251_at	1940.6	P	0.000732
1416252_at	8777.1	P	0.000244
1416253_at	4098.8	P	0.000244
1416254_a_at	1934.7	P	0.000244
1416255_at	6.2	A	0.828613
1416256_a_at	11049	P	0.000244
1416257_at	1457.6	P	0.000244
1416258_at	210.1	M	0.056152
1416259_at	457.7	P	0.000732
1416260_a_at	1816.3	P	0.000244
1416261_at	593.5	P	0.001221
1416262_at	478.7	P	0.008057
1416263_at	549.1	P	0.000732
1416264_at	524.8	P	0.005859
1416265_at	153.8	P	0.000732
1416266_at	13.7	A	0.633789
1416267_at	316.9	P	0.000244
1416268_at	1290.2	P	0.000244
1416269_at	10807.6	P	0.000244
1416270_at	5746.8	P	0.000244
1416271_at	131.9	A	0.067627
1416272_at	1448.3	P	0.000244
1416273_at	51.6	A	0.432373
1416274_at	167.9	P	0.001953
1416275_at	323.6	P	0.001221
1416276_a_at	73721.1	P	0.000244
1416277_a_at	91681.9	P	0.000244
1416278_a_at	7559.3	P	0.000244
1416279_at	1262.3	P	0.000244
1416280_at	4015.4	P	0.000244
1416281_at	1691.2	P	0.001221
1416282_at	4393.3	P	0.000244
1416283_at	1469	P	0.000244
1416284_at	1162.9	P	0.000244
1416285_at	1895.9	P	0.000244
1416286_at	2	A	0.960449
1416287_at	29.4	A	0.432373
1416288_at	13540.1	P	0.000244
1416289_at	166.3	A	0.19458
1416290_a_at	1309.4	P	0.005859
1416291_at	2351.9	P	0.000244
1416292_at	3315.5	P	0.000732
1416293_at	81.3	A	0.19458
1416294_at	2305.6	P	0.000244
1416295_a_at	11440	P	0.000244
1416296_at	15369.5	P	0.000244
1416297_s_at	50.9	A	0.366211
1416298_at	151	A	0.144531
1416299_at	109.2	A	0.149658
1416300_a_at	16361.6	P	0.000244
1416301_a_at	33.2	A	0.303711
1416302_at	8.9	A	0.466064
1416303_at	480.6	P	0.000732
1416304_at	249.9	P	0.030273
1416305_at	90.9	A	0.27417
1416306_at	1.4	A	0.99585
1416307_at	1459.1	P	0.008057
1416308_at	1152.8	P	0.00293
1416309_at	184.7	P	0.018555
1416310_at	23.5	A	0.466064
1416311_s_at	392.4	A	0.095215
1416312_at	3094.3	P	0.000244
1416313_at	630.9	P	0.000244
1416314_at	38.4	A	0.665527
1416315_at	102.1	P	0.000244
1416316_at	7.5	A	0.870361
1416317_a_at	367.5	P	0.000244
1416318_at	6.7	A	0.780518
1416319_at	1036.3	P	0.000244
1416320_at	397	P	0.001953
1416321_s_at	2.5	A	0.845215
1416322_at	74.7	A	0.5
1416323_at	459	P	0.00293
1416324_s_at	675.1	P	0.000244
1416325_at	1.2	A	0.72583
1416326_at	10130.5	P	0.000244
1416327_at	2482.3	P	0.000244
1416328_a_at	7420.8	P	0.000244
1416329_at	276.6	P	0.000244
1416330_at	729	P	0.000244
1416331_a_at	949.3	P	0.001953
1416332_at	1100	P	0.000244
1416333_at	1195.9	P	0.001221
1416334_at	7.7	A	0.5
1416335_at	7975.8	P	0.000244
1416336_s_at	1942.8	P	0.000244
1416337_at	2397.4	P	0.000244
1416338_at	1841.2	P	0.000244
1416339_a_at	1739.8	P	0.000732
