

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = A or P
#DETECTION P-VALUE = 
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1416134_at	263.823	A	0.111572
1416135_at	4253.09	P	0.000244141
1416136_at	66.1505	A	0.366211
1416137_at	888.991	P	0.00415039
1416138_at	7619.44	P	0.000244141
1416139_at	119.968	A	0.219482
1416140_a_at	2941.43	P	0.000244141
1416141_a_at	78818.6	P	0.000244141
1416142_at	8651.6	P	0.000732422
1416143_at	21628.4	P	0.000244141
1416144_a_at	22618.5	P	0.000244141
1416145_at	18633.5	P	0.000244141
1416146_at	35354.5	P	0.000244141
1416147_at	816.796	P	0.00805664
1416148_at	299.863	A	0.0952148
1416149_at	12.3346	A	0.665527
1416150_a_at	27961.2	P	0.000244141
1416151_at	1125.79	P	0.000244141
1416152_a_at	3307.66	P	0.000244141
1416153_at	10056.6	P	0.000244141
1416154_at	51.4946	A	0.19458
1416155_at	5524.09	P	0.000244141
1416156_at	790.975	P	0.000244141
1416157_at	146.381	A	0.067627
1416158_at	52.6716	A	0.0952148
1416159_at	101.586	A	0.067627
1416160_at	4.43271	A	0.953857
1416161_at	17624.6	P	0.000244141
1416162_at	4125.32	P	0.000244141
1416163_at	4611.78	P	0.00195313
1416164_at	33.5403	A	0.665527
1416165_at	872.769	P	0.000244141
1416166_a_at	5817.27	P	0.000244141
1416167_at	21427.7	P	0.000244141
1416168_at	8752.34	P	0.000244141
1416169_at	5.52556	A	0.72583
1416170_at	3375.72	P	0.00292969
1416171_at	2626.76	P	0.000732422
1416172_at	4136.58	P	0.000244141
1416173_at	187.526	P	0.0141602
1416174_at	225.243	P	0.00195313
1416175_a_at	12525.5	P	0.000244141
1416176_at	13122.8	P	0.000244141
1416177_at	9985.4	P	0.000244141
1416178_a_at	5.07077	A	0.72583
1416179_a_at	10708.3	P	0.000244141
1416180_a_at	2999.68	P	0.000244141
1416181_at	3849.27	P	0.000244141
1416182_at	1047.6	P	0.00415039
1416183_a_at	296.655	P	0.00805664
1416184_s_at	1092.16	P	0.00292969
1416185_a_at	11882.2	P	0.000244141
1416186_at	6021.84	P	0.000732422
1416187_s_at	6888.3	P	0.000244141
1416188_at	23517.1	P	0.000244141
1416189_a_at	13853.4	P	0.000244141
