

#ID_REF = 
#VALUE = MAS5
ID_REF	VALUE
1416752_at	12.2
1416753_at	21.9
1416754_at	23.6
1416755_at	4478.7
1416756_at	353.6
1416757_at	80
1416758_at	556.7
1416759_at	1849.7
1416760_at	12.4
1416761_at	0.2
1416762_at	4786.2
1416763_at	2820.6
1416764_at	3616.4
1416765_s_at	1156.2
1416766_at	1511.1
1416767_a_at	4216
1416768_at	1148.1
1416769_s_at	202
1416770_at	312.8
1416771_at	417.8
1416772_at	185.5
1416773_at	145.1
1416774_at	219
1416775_at	134.5
1416776_at	1.1
1416777_at	7.7
1416778_at	1.4
1416779_at	3.9
1416780_at	171.2
1416781_at	131.3
1416782_s_at	261.3
1416783_at	1.8
1416784_at	7.7
1416785_at	11
1416786_at	44.4
1416787_at	7.8
1416788_a_at	2208.5
1416789_at	2974.2
1416790_a_at	1489.9
1416791_a_at	1552.7
1416792_at	981.8
1416793_at	289.1
1416794_at	190.8
1416795_at	67.4
1416796_at	1146.6
1416797_at	195.5
1416798_a_at	187
1416799_at	257
1416800_at	296.9
1416801_at	526.2
1416802_a_at	139
1416803_at	73.5
1416804_at	427.1
1416805_at	6.5
1416806_at	163.6
1416807_at	7610
1416808_at	4.4
1416809_at	4
1416810_at	1273.5
1416811_s_at	1100.5
1416812_at	325
1416813_at	400.4
1416814_at	44
1416815_s_at	2085.8
1416816_at	4040.6
1416817_at	133.2
1416818_at	1.1
1416819_at	1357
1416820_at	150.7
1416821_at	462.1
1416822_at	48.8
1416823_a_at	5.2
1416824_at	4.3
1416825_at	0.6
1416826_a_at	485.2
1416827_at	50.7
1416828_at	4.3
1416829_at	5450.4
1416830_at	299.9
1416831_at	164.3
1416832_at	190.1
1416833_at	0.4
1416834_x_at	539.8
1416835_s_at	561.7
1416836_at	1300.9
1416837_at	1087
1416838_at	594.7
1416839_at	0.8
1416840_at	536.2
1416841_at	240.1
1416842_at	12.9
1416843_at	523.7
1416844_at	92.7
1416845_at	18.1
1416846_a_at	0.5
1416847_s_at	0.2
1416848_at	1269
1416849_at	166.3
1416850_s_at	1131.6
1416851_at	142.6
1416852_a_at	1221
